epoch,acc,loss,val_acc,val_loss
0,0.6568903176839115,0.989485496088605,0.6872727274894714,1.142180773344907
1,0.7127360384739178,0.7800472516906266,0.3818181819265539,2.3631684441999954
2,0.7324226597745335,0.7119877597757878,0.730909091125835,0.9987177393653176
3,0.7589393333528549,0.6774022200108533,0.7490909093076532,0.8662058266726407
4,0.7545198874092331,0.6381398128572359,0.6854545452378012,1.4136515973372894
5,0.7693852953711586,0.6232830151442592,0.7054545456712896,0.8602852660959417
6,0.7770188833250488,0.6073602220532213,0.7199999997832558,0.7170486510883678
7,0.7697870629817523,0.5969720181809606,0.7272727270559831,0.8315993988513947
8,0.7790277222640641,0.5822346775155318,0.7709090906923467,0.6713969640298323
9,0.7995178785703421,0.5417736657846879,0.7072727270559831,0.8295887838710438
